project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
709797,April,2026,2585.0,2585.0,1288.41,80.6,4,2585.0,0.0,0.0,1288.41,0.4984177949709865,1066.0,1096.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.400000000000006,30.0,0.6183843610061868,15.985235732009928,0.0,0.0,1.0
709797,May,2026,2585.0,2585.0,1349.7,83.0,5,2585.0,0.0,0.0,1349.7,0.522127659574468,1096.0,1096.0,123.0,1288.41,2585.0,80.6,61.289999999999964,0.0,2.4000000000000057,123.0,1.0,61.289999999999964,0.0,2.4000000000000057,123.0,17.0,123.0,0.6290694693668291,16.26144578313253,0.0,-2.4000000000000057,0.0
709799,April,2026,4460.0,4850.0,818.9,32.2,4,4850.0,390.0,0.08744394618834081,818.9,0.16884536082474227,852.0,1400.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.8,548.0,0.5243644746110009,25.431677018633536,0.0,0.0,0.0
709799,May,2026,4460.0,4850.0,844.85,36.2,5,4850.0,390.0,0.08744394618834081,844.85,0.1741958762886598,882.0,1400.0,0.0,818.9,4850.0,32.2,25.950000000000045,0.0,4.0,0.0,1.0,25.950000000000045,0.0,4.0,0.0,63.8,518.0,0.48120407814546895,23.338397790055247,0.0,-4.0,0.0
709800,April,2026,393.54,393.54,218.63,80.9,4,393.54,0.0,0.0,218.63,0.5555470854296894,1826.0,1795.0,92.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.099999999999994,61.0,0.6867083874285407,2.702472187886279,0.0,0.0,0.0
709800,May,2026,393.54,393.54,228.19,82.6,5,393.54,0.0,0.0,228.19,0.5798394064135792,1856.0,1795.0,92.0,218.63,393.54,80.9,9.560000000000002,0.0,1.6999999999999886,0.0,1.0,9.560000000000002,0.0,1.6999999999999886,0.0,17.400000000000006,31.0,0.7019847535273357,2.7625907990314773,0.0,-1.6999999999999886,0.0
709800,June,2026,393.54,393.54,232.3,83.5,6,393.54,0.0,0.0,232.3,0.5902830716064441,1887.0,1795.0,92.0,228.19,393.54,82.6,4.110000000000014,0.0,0.9000000000000057,0.0,1.0,4.110000000000014,0.0,0.9000000000000057,0.0,16.5,0.0,0.7069258342592145,2.7820359281437126,1.6999999999999886,0.799999999999983,1.0
709811,April,2026,190.0,189.93,3.4,5.0,4,189.93,-0.06999999999999318,-0.000368421052631543,3.4,0.017901332069709893,335.0,853.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,518.0,0.3580266413941978,0.6799999999999999,0.0,0.0,0.0
709811,May,2026,190.0,189.93,3.4,5.0,5,189.93,-0.06999999999999318,-0.000368421052631543,3.4,0.017901332069709893,365.0,853.0,0.0,3.4,189.93,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,488.0,0.3580266413941978,0.6799999999999999,0.0,0.0,0.0
709812,April,2026,461.91,461.91,186.78,8.0,4,461.91,0.0,0.0,186.78,0.4043644865882964,913.0,2435.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,1522.0,5.054556082353705,23.3475,0.0,0.0,0.0
709812,May,2026,461.91,461.91,186.9,8.0,5,461.91,0.0,0.0,186.9,0.40462427745664736,943.0,2435.0,0.0,186.78,461.91,8.0,0.12000000000000455,0.0,0.0,0.0,1.0,0.12000000000000455,0.0,0.0,0.0,92.0,1492.0,5.057803468208092,23.3625,0.0,0.0,0.0
709812,June,2026,461.91,461.91,186.9,8.0,6,461.91,0.0,0.0,186.9,0.40462427745664736,974.0,2435.0,0.0,186.9,461.91,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,1461.0,5.057803468208092,23.3625,0.0,0.0,0.0
709815,April,2026,177.03,177.03,4.8,16.0,4,177.03,0.0,0.0,4.8,0.02711404846636163,700.0,975.0,334.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,609.0,0.16946280291476018,0.3,0.0,0.0,0.0
709815,May,2026,177.03,177.03,12.3,18.0,5,177.03,0.0,0.0,12.3,0.06947974919505169,730.0,975.0,334.0,4.8,177.03,16.0,7.500000000000001,0.0,2.0,0.0,1.0,7.500000000000001,0.0,2.0,0.0,82.0,579.0,0.38599860663917607,0.6833333333333333,0.0,-2.0,0.0
709815,June,2026,177.03,177.03,12.3,18.0,6,177.03,0.0,0.0,12.3,0.06947974919505169,761.0,975.0,334.0,12.3,177.03,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,548.0,0.38599860663917607,0.6833333333333333,2.0,2.0,0.0
709816,April,2026,177.34,177.34,1.91,7.0,4,177.34,0.0,0.0,1.91,0.010770271794293447,700.0,1006.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,306.0,0.15386102563276352,0.27285714285714285,0.0,0.0,0.0
709816,May,2026,177.34,177.34,3.42,9.0,5,177.34,0.0,0.0,3.42,0.019284989286117063,730.0,1006.0,0.0,1.91,177.34,7.0,1.51,0.0,2.0,0.0,1.0,1.51,0.0,2.0,0.0,91.0,276.0,0.21427765873463403,0.38,0.0,-2.0,0.0
709816,June,2026,177.34,177.34,32.49,11.0,6,177.34,0.0,0.0,32.49,0.1832073982181121,761.0,1006.0,0.0,3.42,177.34,9.0,29.07,0.0,2.0,0.0,1.0,29.07,0.0,2.0,0.0,89.0,245.0,1.6655218019828373,2.9536363636363636,2.0,0.0,0.0
709817,April,2026,169.06,169.06,22.52,65.0,4,169.06,0.0,0.0,22.52,0.13320714539216846,700.0,914.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,214.0,0.2049340698341053,0.34646153846153843,0.0,0.0,0.0
709817,May,2026,169.06,169.06,22.79,66.0,5,169.06,0.0,0.0,22.79,0.13480421152253638,730.0,914.0,0.0,22.52,169.06,65.0,0.2699999999999996,0.0,1.0,0.0,1.0,0.2699999999999996,0.0,1.0,0.0,34.0,184.0,0.20424880533717632,0.3453030303030303,0.0,-1.0,0.0
709818,April,2026,328.34,328.34,78.66,33.0,4,328.34,0.0,0.0,78.66,0.2395687397210209,700.0,975.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,275.0,0.7259658779424876,2.3836363636363633,0.0,0.0,0.0
709818,May,2026,328.34,328.34,87.49,35.0,5,328.34,0.0,0.0,87.49,0.2664615946884327,730.0,975.0,0.0,78.66,328.34,33.0,8.829999999999998,0.0,2.0,0.0,1.0,8.829999999999998,0.0,2.0,0.0,65.0,245.0,0.7613188419669507,2.4997142857142856,0.0,-2.0,0.0
709818,June,2026,328.34,328.34,96.2,36.0,6,328.34,0.0,0.0,96.2,0.29298897484315045,761.0,975.0,0.0,87.49,328.34,35.0,8.710000000000008,0.0,1.0,0.0,1.0,8.710000000000008,0.0,1.0,0.0,64.0,214.0,0.8138582634531957,2.6722222222222225,2.0,1.0,0.0
709819,April,2026,167.64,167.64,20.13,8.0,4,167.64,0.0,0.0,20.13,0.12007874015748032,335.0,579.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,244.0,1.500984251968504,2.51625,0.0,0.0,0.0
709819,May,2026,167.64,167.64,26.52,10.0,5,167.64,0.0,0.0,26.52,0.15819613457408735,365.0,579.0,0.0,20.13,167.64,8.0,6.390000000000001,0.0,2.0,0.0,1.0,6.390000000000001,0.0,2.0,0.0,90.0,214.0,1.5819613457408734,2.652,0.0,-2.0,0.0
709819,June,2026,167.64,167.64,28.01,11.0,6,167.64,0.0,0.0,28.01,0.16708422810785017,396.0,579.0,0.0,26.52,167.64,10.0,1.490000000000002,0.0,1.0,0.0,1.0,1.490000000000002,0.0,1.0,0.0,89.0,183.0,1.5189475282531835,2.5463636363636364,2.0,1.0,0.0
709826,April,2026,2718.84,2718.84,1524.61,82.17,4,2718.84,0.0,0.0,1524.61,0.5607575289461681,1643.0,1553.0,546.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.83,456.0,0.6824358390485191,18.554338566386757,0.0,0.0,0.0
709826,May,2026,2718.84,2718.84,1534.42,82.63,5,2718.84,0.0,0.0,1534.42,0.5643656853658178,1673.0,1553.0,546.0,1524.61,2718.84,82.17,9.810000000000173,0.0,0.45999999999999375,0.0,1.0,9.810000000000173,0.0,0.45999999999999375,0.0,17.370000000000005,426.0,0.683003370889287,18.56976884908629,0.0,-0.45999999999999375,0.0
709826,June,2026,2718.84,2718.84,1748.76,83.15,6,2718.84,0.0,0.0,1748.76,0.6432007768018714,1704.0,1553.0,546.0,1534.42,2718.84,82.63,214.33999999999992,0.0,0.5200000000000102,0.0,1.0,214.33999999999992,0.0,0.5200000000000102,0.0,16.849999999999994,395.0,0.7735427261597972,21.03138905592303,0.45999999999999375,-0.060000000000016485,0.0
709832,April,2026,166.0,166.0,135.0,66.73,4,166.0,0.0,0.0,135.0,0.8132530120481928,3043.0,2647.0,365.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.269999999999996,-31.0,1.218721732426484,2.0230780758279634,0.0,0.0,0.0
709832,May,2026,166.0,166.0,135.0,66.73,5,166.0,0.0,0.0,135.0,0.8132530120481928,3073.0,2647.0,365.0,135.0,166.0,66.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.269999999999996,-61.0,1.218721732426484,2.0230780758279634,0.0,0.0,0.0
709832,June,2026,166.0,166.0,135.0,66.73,6,166.0,0.0,0.0,135.0,0.8132530120481928,3104.0,2647.0,365.0,135.0,166.0,66.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.269999999999996,-92.0,1.218721732426484,2.0230780758279634,0.0,0.0,0.0
709837,April,2026,209.33,131.51,78.98,68.9,4,131.51,-77.82000000000002,-0.37175751206229407,78.98,0.6005626948521026,1492.0,792.0,822.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.099999999999994,122.0,0.8716439693063898,1.146298984034833,0.0,0.0,0.0
709837,May,2026,209.33,131.51,79.98,69.0,5,131.51,-77.82000000000002,-0.37175751206229407,79.98,0.6081666793399743,1522.0,792.0,822.0,78.98,131.51,68.9,1.0,0.0,0.09999999999999432,0.0,1.0,1.0,0.0,0.09999999999999432,0.0,31.0,92.0,0.8814009845506874,1.1591304347826088,0.0,-0.09999999999999432,0.0
709837,June,2026,209.33,131.51,79.98,70.5,6,131.51,-77.82000000000002,-0.37175751206229407,79.98,0.6081666793399743,1553.0,792.0,822.0,79.98,131.51,69.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.5,0.0,29.5,61.0,0.8626477721134387,1.134468085106383,0.09999999999999432,-1.4000000000000057,1.0
709838,April,2026,621.4,739.02,222.8,42.0,4,739.02,117.62,0.18928226585130353,222.8,0.30148033882709535,1551.0,1035.0,911.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,395.0,0.7178103305407032,5.3047619047619055,0.0,0.0,0.0
709838,May,2026,621.4,739.02,232.14,45.2,5,739.02,117.62,0.18928226585130353,232.14,0.314118697734838,1581.0,1035.0,911.0,222.8,739.02,42.0,9.339999999999975,0.0,3.200000000000003,0.0,1.0,9.339999999999975,0.0,3.200000000000003,0.0,54.8,365.0,0.6949528710947743,5.135840707964602,0.0,-3.200000000000003,0.0
709838,June,2026,621.4,739.02,251.74,48.2,6,739.02,117.62,0.18928226585130353,251.74,0.3406403074341696,1612.0,1035.0,911.0,232.14,739.02,45.2,19.600000000000023,0.0,3.0,0.0,1.0,19.600000000000023,0.0,3.0,0.0,51.8,334.0,0.7067226295314721,5.222821576763486,3.200000000000003,0.20000000000000284,0.0
709839,April,2026,4144.41,6406.9,6136.43,99.9,4,6406.9,2262.49,0.5459136523654754,6136.43,0.9577845760039958,1400.0,1218.0,426.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09999999999999432,244.0,0.958743319323319,61.42572572572573,0.0,0.0,0.0
709839,May,2026,4144.41,6406.9,6140.56,99.9,5,6406.9,2262.49,0.5459136523654754,6140.56,0.9584291935257302,1430.0,1218.0,426.0,6136.43,6406.9,99.9,4.130000000000109,0.0,0.0,0.0,1.0,4.130000000000109,0.0,0.0,0.0,0.09999999999999432,214.0,0.959388582107838,61.46706706706707,0.0,0.0,0.0
709839,June,2026,4144.41,6406.9,6284.81,99.9,6,6406.9,2262.49,0.5459136523654754,6284.81,0.9809439822691163,1461.0,1218.0,426.0,6140.56,6406.9,99.9,144.25,0.0,0.0,0.0,1.0,144.25,0.0,0.0,0.0,0.09999999999999432,183.0,0.9819259081772934,62.91101101101101,0.0,0.0,0.0
709840,April,2026,249.43,249.43,210.5,97.1,4,249.43,0.0,0.0,210.5,0.8439241470552861,1431.0,1007.0,515.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9000000000000057,91.0,0.8691288847119322,2.167868177136972,0.0,0.0,0.0
709840,May,2026,249.43,249.43,217.49,97.3,5,249.43,0.0,0.0,217.49,0.8719480415346992,1461.0,1007.0,515.0,210.5,249.43,97.1,6.990000000000009,0.0,0.20000000000000284,0.0,1.0,6.990000000000009,0.0,0.20000000000000284,0.0,2.700000000000003,61.0,0.8961439275793415,2.2352517985611513,0.0,-0.20000000000000284,0.0
709841,April,2026,173.03,169.84,164.86,93.5,4,169.84,-3.1899999999999977,-0.018436109345200243,164.86,0.9706782854451249,1735.0,1461.0,365.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,91.0,1.038158594058957,1.7632085561497328,0.0,0.0,0.0
709841,May,2026,173.03,169.84,164.89,94.2,5,169.84,-3.1899999999999977,-0.018436109345200243,164.89,0.9708549222797926,1765.0,1461.0,365.0,164.86,169.84,93.5,0.029999999999972715,0.0,0.7000000000000028,0.0,1.0,0.029999999999972715,0.0,0.7000000000000028,0.0,5.799999999999997,61.0,1.0306315523140048,1.750424628450106,0.0,-0.7000000000000028,0.0
709841,June,2026,173.03,169.84,167.98,94.5,6,169.84,-3.1899999999999977,-0.018436109345200243,167.98,0.9890485162505888,1796.0,1461.0,365.0,164.89,169.84,94.2,3.0900000000000034,0.0,0.29999999999999716,0.0,1.0,3.0900000000000034,0.0,0.29999999999999716,0.0,5.5,30.0,1.0466121865085596,1.7775661375661373,0.7000000000000028,0.4000000000000057,1.0
709842,April,2026,1487.41,1487.41,940.5,64.0,4,1487.41,0.0,0.0,940.5,0.6323071648032486,1339.0,1673.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,334.0,0.9879799450050758,14.6953125,0.0,0.0,0.0
709842,May,2026,1487.41,1487.41,940.5,64.0,5,1487.41,0.0,0.0,940.5,0.6323071648032486,1369.0,1673.0,0.0,940.5,1487.41,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,304.0,0.9879799450050758,14.6953125,0.0,0.0,0.0
709845,April,2026,837.34,837.34,445.89,67.7,4,837.34,0.0,0.0,445.89,0.5325077029641483,1247.0,1369.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.3,122.0,0.7865697237284317,6.5862629246676505,0.0,0.0,0.0
709845,May,2026,837.34,837.34,449.47,68.8,5,837.34,0.0,0.0,449.47,0.5367831466309981,1277.0,1369.0,0.0,445.89,837.34,67.7,3.580000000000041,0.0,1.0999999999999943,0.0,1.0,3.580000000000041,0.0,1.0999999999999943,0.0,31.200000000000003,92.0,0.7802080619636601,6.532994186046512,0.0,-1.0999999999999943,0.0
709847,April,2026,481.03,481.03,235.37,54.1,4,481.03,0.0,0.0,235.37,0.48930420140116004,1186.0,1186.0,365.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.9,365.0,0.9044439951962292,4.350646950092421,0.0,0.0,0.0
709847,May,2026,481.03,481.03,235.68,54.7,5,481.03,0.0,0.0,235.68,0.48994865185123593,1216.0,1186.0,365.0,235.37,481.03,54.1,0.3100000000000023,0.0,0.6000000000000014,0.0,1.0,0.3100000000000023,0.0,0.6000000000000014,0.0,45.3,335.0,0.8957013744995171,4.308592321755027,0.0,-0.6000000000000014,0.0
709847,June,2026,481.03,481.03,238.7,54.8,6,481.03,0.0,0.0,238.7,0.4962268465584267,1247.0,1186.0,365.0,235.68,481.03,54.7,3.019999999999982,0.0,0.09999999999999432,0.0,1.0,3.019999999999982,0.0,0.09999999999999432,0.0,45.2,304.0,0.9055234426248664,4.355839416058394,0.6000000000000014,0.5000000000000071,0.0
709848,April,2026,2329.45,2354.23,1613.16,92.7,4,2354.23,24.7800000000002,0.010637704179098158,1613.16,0.6852176720201509,1400.0,1430.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.299999999999997,30.0,0.7391776397196881,17.401941747572817,0.0,0.0,1.0
709848,May,2026,2329.45,2354.23,1923.61,95.4,5,2354.23,24.7800000000002,0.010637704179098158,1923.61,0.8170866907651333,1430.0,1430.0,214.0,1613.16,2354.23,92.7,310.4499999999998,0.0,2.700000000000003,214.0,1.0,310.4499999999998,0.0,2.700000000000003,214.0,4.599999999999994,214.0,0.8564850008020265,20.16362683438155,0.0,-2.700000000000003,0.0
709848,June,2026,2329.45,2354.23,1929.54,95.5,6,2354.23,24.7800000000002,0.010637704179098158,1929.54,0.8196055610539327,1461.0,1430.0,214.0,1923.61,2354.23,95.4,5.930000000000064,0.0,0.09999999999999432,0.0,1.0,5.930000000000064,0.0,0.09999999999999432,0.0,4.5,183.0,0.8582257183810814,20.204607329842933,2.700000000000003,2.6000000000000085,0.0
709849,April,2026,2379.84,3165.53,2654.5,97.6,4,3165.53,785.69,0.3301440432970284,2654.5,0.8385641582926081,669.0,610.0,89.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4000000000000057,30.0,0.8591845884145575,27.197745901639347,0.0,0.0,1.0
709849,May,2026,2379.84,3165.53,2923.49,98.7,5,3165.53,785.69,0.3301440432970284,2923.49,0.9235388702681698,699.0,610.0,303.0,2654.5,3165.53,97.6,268.9899999999998,0.0,1.1000000000000085,214.0,1.0,268.9899999999998,0.0,1.1000000000000085,214.0,1.2999999999999972,214.0,0.935703009390243,29.61995947315096,0.0,-1.1000000000000085,0.0
709849,June,2026,2379.84,3165.53,2923.49,98.7,6,3165.53,785.69,0.3301440432970284,2923.49,0.9235388702681698,730.0,610.0,303.0,2923.49,3165.53,98.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2999999999999972,183.0,0.935703009390243,29.61995947315096,1.1000000000000085,1.1000000000000085,0.0
709850,April,2026,198.7,198.7,96.22,55.7,4,198.7,0.0,0.0,96.22,0.48424760946149975,943.0,973.0,123.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.3,153.0,0.8693852952630157,1.727468581687612,0.0,0.0,0.0
709850,May,2026,198.7,198.7,103.56,60.4,5,198.7,0.0,0.0,103.56,0.5211877201811776,973.0,973.0,123.0,96.22,198.7,55.7,7.340000000000003,0.0,4.699999999999996,0.0,1.0,7.340000000000003,0.0,4.699999999999996,0.0,39.6,123.0,0.8628935764589034,1.7145695364238411,0.0,-4.699999999999996,0.0
709850,June,2026,198.7,198.7,103.59,62.5,6,198.7,0.0,0.0,103.59,0.521338701560141,1004.0,973.0,123.0,103.56,198.7,60.4,0.030000000000001137,0.0,2.1000000000000014,0.0,1.0,0.030000000000001137,0.0,2.1000000000000014,0.0,37.5,92.0,0.8341419224962255,1.65744,4.699999999999996,2.5999999999999943,1.0
709851,April,2026,6183.79,6183.79,1555.0,40.4,4,6183.79,0.0,0.0,1555.0,0.25146390805638613,1066.0,1431.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.6,365.0,0.6224354159811538,38.490099009900995,0.0,0.0,0.0
709851,May,2026,6183.79,6183.79,1722.0,42.7,5,6183.79,0.0,0.0,1722.0,0.27846999978977294,1096.0,1431.0,0.0,1555.0,6183.79,40.4,167.0,0.0,2.3000000000000043,0.0,1.0,167.0,0.0,2.3000000000000043,0.0,57.3,335.0,0.6521545662523955,40.32786885245901,0.0,-2.3000000000000043,0.0
709864,April,2026,370.0,370.0,281.31,76.3,4,370.0,0.0,0.0,281.31,0.7602972972972973,1704.0,1065.0,822.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.700000000000003,183.0,0.9964577946229323,3.6868938401048497,0.0,0.0,1.0
709864,May,2026,370.0,370.0,299.25,78.6,5,370.0,0.0,0.0,299.25,0.8087837837837838,1734.0,1065.0,973.0,281.31,370.0,76.3,17.939999999999998,0.0,2.299999999999997,151.0,1.0,17.939999999999998,0.0,2.299999999999997,151.0,21.400000000000006,304.0,1.0289870022694452,3.807251908396947,0.0,-2.299999999999997,0.0
709864,June,2026,370.0,370.0,310.38,78.6,6,370.0,0.0,0.0,310.38,0.8388648648648649,1765.0,1065.0,973.0,299.25,370.0,78.6,11.129999999999995,0.0,0.0,0.0,1.0,11.129999999999995,0.0,0.0,0.0,21.400000000000006,273.0,1.067258097792449,3.9488549618320614,2.299999999999997,2.299999999999997,0.0
709865,April,2026,293.5,293.5,81.84,99.0,4,293.5,0.0,0.0,81.84,0.27884156729131176,1096.0,610.0,639.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,153.0,0.2816581487791028,0.8266666666666667,0.0,0.0,1.0
709865,May,2026,293.5,293.5,81.84,99.0,5,293.5,0.0,0.0,81.84,0.27884156729131176,1126.0,610.0,730.0,81.84,293.5,99.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,91.0,1.0,214.0,0.2816581487791028,0.8266666666666667,0.0,0.0,0.0
709865,June,2026,293.5,293.5,81.84,99.0,6,293.5,0.0,0.0,81.84,0.27884156729131176,1157.0,610.0,730.0,81.84,293.5,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,183.0,0.2816581487791028,0.8266666666666667,0.0,0.0,0.0
717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,April,2026,410.6,379.3,0.0,81.83,4,379.3,-31.30000000000001,-0.07622990745250854,0.0,0.0,1885.0,1095.0,820.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.17,30.0,0.0,0.0,0.0,0.0,1.0
717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,May,2026,410.6,379.3,0.0,81.89,5,379.3,-31.30000000000001,-0.07622990745250854,0.0,0.0,1915.0,1095.0,943.0,0.0,379.3,81.83,0.0,0.0,0.060000000000002274,123.0,1.0,0.0,0.0,0.060000000000002274,123.0,18.11,123.0,0.0,0.0,0.0,-0.060000000000002274,1.0
717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,June,2026,410.6,379.3,0.0,82.64,6,379.3,-31.30000000000001,-0.07622990745250854,0.0,0.0,1946.0,1095.0,1185.0,0.0,379.3,81.89,0.0,0.0,0.75,242.0,1.0,0.0,0.0,0.75,242.0,17.36,334.0,0.0,0.0,0.060000000000002274,-0.6899999999999977,0.0
72.030 to km 104.129 including 2.459 km re-alignment section from Tuivai River,April,2026,500.88,500.88,305.45,75.35,4,500.88,0.0,0.0,305.45,0.6098267049992014,882.0,547.0,61.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.650000000000006,-274.0,0.8093254213658945,4.0537491705374915,0.0,0.0,0.0
72.030 to km 104.129 including 2.459 km re-alignment section from Tuivai River,May,2026,500.88,500.88,305.45,75.35,5,500.88,0.0,0.0,305.45,0.6098267049992014,912.0,547.0,61.0,305.45,500.88,75.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.650000000000006,-304.0,0.8093254213658945,4.0537491705374915,0.0,0.0,1.0
72.030 to km 104.129 including 2.459 km re-alignment section from Tuivai River,June,2026,500.88,500.88,442.08,99.52,6,500.88,0.0,0.0,442.08,0.8826066123622425,943.0,547.0,426.0,305.45,500.88,75.35,136.63,0.0,24.17,365.0,1.0,136.63,0.0,24.17,365.0,0.480000000000004,30.0,0.8868635574379446,4.442122186495177,0.0,-24.17,0.0
731Pkg.-2A,April,2026,955.34,955.34,269.0,64.2,4,955.34,0.0,0.0,269.0,0.2815751460213118,821.0,731.0,304.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.8,214.0,0.43859057012665387,4.1900311526479745,0.0,0.0,1.0
731Pkg.-2A,May,2026,955.34,955.34,283.62,66.35,5,955.34,0.0,0.0,283.62,0.29687859819540685,851.0,731.0,424.0,269.0,955.34,64.2,14.620000000000005,0.0,2.1499999999999915,120.0,1.0,14.620000000000005,0.0,2.1499999999999915,120.0,33.650000000000006,304.0,0.4474432527436426,4.274604370761116,0.0,-2.1499999999999915,0.0
731Pkg.-2A,June,2026,955.34,955.34,348.38,70.56,6,955.34,0.0,0.0,348.38,0.3646659827914669,882.0,731.0,424.0,283.62,955.34,66.35,64.75999999999999,0.0,4.210000000000008,0.0,1.0,64.75999999999999,0.0,4.210000000000008,0.0,29.439999999999998,273.0,0.5168168690355256,4.937358276643991,2.1499999999999915,-2.0600000000000165,0.0
"73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under",April,2026,161.73,161.73,14.12,99.5,4,161.73,0.0,0.0,14.12,0.08730600383354975,943.0,731.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.08774472747090427,0.14190954773869346,0.0,0.0,0.0
"73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under",May,2026,161.73,161.73,14.12,99.5,5,161.73,0.0,0.0,14.12,0.08730600383354975,973.0,731.0,212.0,14.12,161.73,99.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,-30.0,0.08774472747090427,0.14190954773869346,0.0,0.0,1.0
"73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under",June,2026,161.73,161.73,101.21,99.75,6,161.73,0.0,0.0,101.21,0.6257960798862301,1004.0,731.0,303.0,14.12,161.73,99.5,87.08999999999999,0.0,0.25,91.0,1.0,87.08999999999999,0.0,0.25,91.0,0.25,30.0,0.627364491114015,1.0146365914786968,0.0,-0.25,0.0
74.645 of NH-54 in the State of Rajasthan on EPC mode.,April,2026,334.64,334.64,0.0,68.0,4,334.64,0.0,0.0,0.0,0.0,547.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,183.0,0.0,0.0,0.0,0.0,0.0
74.645 of NH-54 in the State of Rajasthan on EPC mode.,May,2026,334.64,334.64,0.0,68.0,5,334.64,0.0,0.0,0.0,0.0,577.0,730.0,0.0,0.0,334.64,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,153.0,0.0,0.0,0.0,0.0,0.0
